contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
SPY250122C00613000,SPY,2025-01-22,613.00,call,0.03,0.03,0.02,386,0.03,721,421,0,2025-01-17,0.09529,0.01302,0.00503,-0.08489,0.02344,0.00106
SPY250122P00613000,SPY,2025-01-22,613.00,put,14.48,15.75,15.37,20,16.13,20,122,0,2025-01-17,0.17638,-0.88396,0.01583,-0.64405,0.13663,-0.07452
SPY250122C00614000,SPY,2025-01-22,614.00,call,0.01,0.03,0.02,425,0.03,929,225,0,2025-01-17,0.10062,0.01237,0.00456,-0.08556,0.02243,0.00101
SPY250122P00614000,SPY,2025-01-22,614.00,put,16.47,16.60,16.08,250,17.13,20,202,0,2025-01-17,0.17272,-0.90344,0.01416,-0.51329,0.11964,-0.07623
SPY250122C00615000,SPY,2025-01-22,615.00,call,0.02,0.01,0.01,705,0.02,441,2519,1821,2025-01-17,0.09285,0.00488,0.00218,-0.03481,0.00990,0.00040
SPY250122P00615000,SPY,2025-01-22,615.00,put,0.00,17.73,17.48,20,17.99,250,0,0,2025-01-17,0.19117,-0.89371,0.01372,-0.65633,0.12830,-0.07559
SPY250122C00616000,SPY,2025-01-22,616.00,call,0.01,0.01,0.01,956,0.02,429,411,0,2025-01-17,0.09757,0.00465,0.00199,-0.03497,0.00948,0.00038
SPY250122P00616000,SPY,2025-01-22,616.00,put,0.00,18.69,18.37,250,19.00,250,0,0,2025-01-17,0.19589,-0.90091,0.01272,-0.63058,0.12193,-0.07631
SPY250122C00617000,SPY,2025-01-22,617.00,call,0.02,0.01,0.01,849,0.02,776,353,0,2025-01-17,0.10230,0.00445,0.00182,-0.03522,0.00912,0.00036
SPY250122P00617000,SPY,2025-01-22,617.00,put,0.00,19.70,19.37,20,20.03,250,0,0,2025-01-17,0.20458,-0.90301,0.01199,-0.65415,0.12003,-0.07662
SPY250122C00618000,SPY,2025-01-22,618.00,call,0.01,0.01,0.01,951,0.02,1005,331,0,2025-01-17,0.10703,0.00428,0.00168,-0.03553,0.00881,0.00035
SPY250122P00618000,SPY,2025-01-22,618.00,put,0.00,20.70,20.37,20,21.03,250,0,0,2025-01-17,0.21221,-0.90600,0.01130,-0.66509,0.11729,-0.07700
SPY250122C00619000,SPY,2025-01-22,619.00,call,0.00,0.01,0.01,885,0.02,731,0,0,2025-01-17,0.11175,0.00414,0.00156,-0.03590,0.00854,0.00034
SPY250122P00619000,SPY,2025-01-22,619.00,put,0.00,21.69,21.37,20,22.00,250,0,0,2025-01-17,0.21907,-0.90948,0.01064,-0.66729,0.11406,-0.07742
SPY250122C00620000,SPY,2025-01-22,620.00,call,0.01,0.01,0.01,714,0.02,773,383,670,2025-01-17,0.11632,0.00397,0.00145,-0.03594,0.00822,0.00032
SPY250122P00620000,SPY,2025-01-22,620.00,put,0.00,22.74,22.49,20,23.00,20,0,0,2025-01-17,0.23111,-0.90761,0.01024,-0.73217,0.11581,-0.07741
SPY250122C00625000,SPY,2025-01-22,625.00,call,0.01,0.01,0.01,807,0.02,938,385,371,2025-01-17,0.13919,0.00337,0.00104,-0.03697,0.00711,0.00027
SPY250122P00625000,SPY,2025-01-22,625.00,put,0.00,27.74,27.49,20,28.00,250,0,0,2025-01-17,0.26845,-0.91823,0.00805,-0.78621,0.10571,-0.07897
SPY250122C00630000,SPY,2025-01-22,630.00,call,0.01,0.01,0.00,0,0.01,382,1,84,2025-01-17,0.16160,0.00296,0.00080,-0.03802,0.00632,0.00024
SPY250122P00630000,SPY,2025-01-22,630.00,put,0.00,32.78,32.43,250,33.13,250,0,0,2025-01-17,0.30870,-0.92332,0.00667,-0.88140,0.10069,-0.08007
SPY250122C00635000,SPY,2025-01-22,635.00,call,0.02,0.01,0.00,0,0.01,407,0,15,2025-01-17,0.18340,0.00263,0.00063,-0.03865,0.00567,0.00021
SPY250122P00635000,SPY,2025-01-22,635.00,put,0.00,37.71,37.11,50,38.31,50,0,0,2025-01-17,0.33629,-0.93427,0.00544,-0.83990,0.08945,-0.08165
SPY250122C00640000,SPY,2025-01-22,640.00,call,0.01,0.01,0.00,0,0.01,472,5,415,2025-01-17,0.20489,0.00238,0.00052,-0.03941,0.00519,0.00019
SPY250122P00640000,SPY,2025-01-22,640.00,put,0.00,42.70,42.08,60,43.31,50,0,0,2025-01-17,0.36906,-0.93971,0.00463,-0.86494,0.08363,-0.08277
SPY250122C00645000,SPY,2025-01-22,645.00,call,0.01,0.01,0.00,0,0.01,521,0,160,2025-01-17,0.22592,0.00217,0.00043,-0.03995,0.00478,0.00018
SPY250122P00645000,SPY,2025-01-22,645.00,put,0.00,47.71,47.11,50,48.31,50,0,0,2025-01-17,0.40336,-0.94310,0.00405,-0.91189,0.07992,-0.08374
SPY250122C00650000,SPY,2025-01-22,650.00,call,0.01,0.01,0.00,0,0.01,551,50,0,2025-01-17,0.24666,0.00200,0.00037,-0.04050,0.00444,0.00016
SPY250122P00650000,SPY,2025-01-22,650.00,put,0.00,52.71,52.11,50,53.31,50,0,0,2025-01-17,0.43568,-0.94650,0.00357,-0.94271,0.07612,-0.08470
SPY250122C00655000,SPY,2025-01-22,655.00,call,0.01,0.01,0.00,0,0.01,577,10,141,2025-01-17,0.26708,0.00186,0.00032,-0.04102,0.00416,0.00015
SPY250122P00655000,SPY,2025-01-22,655.00,put,0.00,57.71,57.11,20,58.31,50,0,0,2025-01-17,0.46738,-0.94939,0.00319,-0.97183,0.07283,-0.08562
SPY250122C00660000,SPY,2025-01-22,660.00,call,0.00,0.01,0.00,0,0.01,600,0,0,2025-01-17,0.28720,0.00174,0.00028,-0.04148,0.00391,0.00014
SPY250122P00660000,SPY,2025-01-22,660.00,put,0.00,62.71,62.11,20,63.31,50,0,0,2025-01-17,0.49848,-0.95190,0.00287,-0.99899,0.06994,-0.08651
SPY250122C00665000,SPY,2025-01-22,665.00,call,0.01,0.01,0.00,0,0.01,617,0,255,2025-01-17,0.30702,0.00164,0.00025,-0.04188,0.00370,0.00013
SPY250122P00665000,SPY,2025-01-22,665.00,put,0.00,67.70,67.10,20,68.31,50,0,0,2025-01-17,0.52744,-0.95460,0.00259,-1.00913,0.06677,-0.08742
SPY250122C00670000,SPY,2025-01-22,670.00,call,0.01,0.01,0.00,0,0.01,634,0,251,2025-01-17,0.32653,0.00155,0.00022,-0.04220,0.00351,0.00013
SPY250122P00670000,SPY,2025-01-22,670.00,put,0.00,72.69,72.08,60,73.31,55,0,0,2025-01-17,0.55595,-0.95695,0.00235,-1.01899,0.06397,-0.08829
SPY250122C00675000,SPY,2025-01-22,675.00,call,0.01,0.01,0.00,0,0.01,645,0,1,2025-01-17,0.34589,0.00147,0.00020,-0.04263,0.00335,0.00012
SPY250122P00675000,SPY,2025-01-22,675.00,put,0.00,77.71,77.11,20,78.31,50,0,0,2025-01-17,0.58857,-0.95777,0.00219,-1.07143,0.06298,-0.08905
SPY250122C00680000,SPY,2025-01-22,680.00,call,0.00,0.01,0.00,0,0.01,655,0,0,2025-01-17,0.36495,0.00140,0.00018,-0.04295,0.00320,0.00011
SPY250122P00680000,SPY,2025-01-22,680.00,put,0.00,82.71,82.11,10,83.31,50,0,0,2025-01-17,0.61768,-0.95932,0.00202,-1.09353,0.06110,-0.08986
SPY250123C00400000,SPY,2025-01-23,400.00,call,0.00,197.49,196.89,50,198.09,10,0,0,2025-01-17,0.75810,1.00000,0.00000,-0.17308,0.00000,0.06571
SPY250123P00400000,SPY,2025-01-23,400.00,put,0.00,0.01,0.00,0,0.01,447,0,3,2025-01-17,0.97057,-0.00049,0.00002,-0.03963,0.00135,-0.00005
SPY250123C00405000,SPY,2025-01-23,405.00,call,0.00,192.49,191.89,60,193.09,10,0,0,2025-01-17,0.73891,1.00000,0.00000,-0.17524,0.00000,0.06653
SPY250123P00405000,SPY,2025-01-23,405.00,put,0.00,0.01,0.00,0,0.01,437,0,47,2025-01-17,0.94237,-0.00051,0.00002,-0.03949,0.00138,-0.00005
SPY250123C00410000,SPY,2025-01-23,410.00,call,0.00,187.50,186.89,50,188.10,10,0,0,2025-01-17,0.71973,1.00000,0.00000,-0.17740,0.00000,0.06735
SPY250123P00410000,SPY,2025-01-23,410.00,put,0.00,0.01,0.00,0,0.01,427,0,0,2025-01-17,0.91447,-0.00052,0.00003,-0.03935,0.00142,-0.00005
SPY250123C00415000,SPY,2025-01-23,415.00,call,0.00,182.50,181.89,50,183.10,10,0,0,2025-01-17,0.70054,1.00000,0.00000,-0.17957,0.00000,0.06817
SPY250123P00415000,SPY,2025-01-23,415.00,put,0.00,0.01,0.00,0,0.01,415,0,37,2025-01-17,0.88704,-0.00054,0.00003,-0.03927,0.00146,-0.00005
SPY250123C00420000,SPY,2025-01-23,420.00,call,0.00,177.50,176.90,50,178.10,10,0,0,2025-01-17,0.68136,1.00000,0.00000,-0.18173,0.00000,0.06899
SPY250123P00420000,SPY,2025-01-23,420.00,put,0.00,0.01,0.00,0,0.01,402,0,18,2025-01-17,0.85975,-0.00056,0.00003,-0.03912,0.00150,-0.00006
SPY250123C00425000,SPY,2025-01-23,425.00,call,0.00,172.50,171.90,50,173.10,10,0,0,2025-01-17,0.66217,1.00000,0.00000,-0.18389,0.00000,0.06981
SPY250123P00425000,SPY,2025-01-23,425.00,put,0.01,0.01,0.00,0,0.01,390,1,366,2025-01-17,0.83277,-0.00057,0.00003,-0.03898,0.00154,-0.00006
SPY250123C00430000,SPY,2025-01-23,430.00,call,0.00,167.50,166.90,50,168.10,10,0,0,2025-01-17,0.64299,1.00000,0.00000,-0.18606,0.00000,0.07063
SPY250123P00430000,SPY,2025-01-23,430.00,put,0.00,0.01,0.00,0,0.01,375,0,29,2025-01-17,0.80609,-0.00059,0.00003,-0.03885,0.00159,-0.00006
SPY250123C00435000,SPY,2025-01-23,435.00,call,0.00,162.50,161.90,50,163.11,10,0,0,2025-01-17,0.62380,1.00000,0.00000,-0.18822,0.00000,0.07146
SPY250123P00435000,SPY,2025-01-23,435.00,put,0.00,0.01,0.00,0,0.01,359,0,24,2025-01-17,0.77957,-0.00061,0.00004,-0.03865,0.00164,-0.00006
SPY250123C00440000,SPY,2025-01-23,440.00,call,0.00,157.52,156.93,10,158.11,10,0,0,2025-01-17,0.60462,1.00000,0.00000,-0.19038,0.00000,0.07228
SPY250123P00440000,SPY,2025-01-23,440.00,put,0.00,0.01,0.00,0,0.01,342,0,100,2025-01-17,0.75335,-0.00063,0.00004,-0.03847,0.00169,-0.00006
SPY250123C00445000,SPY,2025-01-23,445.00,call,131.40,152.51,151.91,50,153.11,10,0,4,2025-01-17,0.58543,1.00000,0.00000,-0.19255,0.00000,0.07310
SPY250123P00445000,SPY,2025-01-23,445.00,put,0.00,0.01,0.00,0,0.01,324,0,26,2025-01-17,0.72744,-0.00065,0.00004,-0.03831,0.00174,-0.00007
SPY250123C00450000,SPY,2025-01-23,450.00,call,0.00,147.51,146.91,50,148.11,10,0,0,2025-01-17,0.56625,1.00000,0.00000,-0.19471,0.00000,0.07392
SPY250123P00450000,SPY,2025-01-23,450.00,put,0.00,0.01,0.00,0,0.01,21,0,330,2025-01-17,0.70183,-0.00068,0.00004,-0.03819,0.00180,-0.00007
SPY250123C00455000,SPY,2025-01-23,455.00,call,0.00,142.51,141.91,50,143.12,10,0,0,2025-01-17,0.54707,1.00000,0.00000,-0.19687,0.00000,0.07474
SPY250123P00455000,SPY,2025-01-23,455.00,put,0.00,0.01,0.00,0,0.01,21,0,24,2025-01-17,0.67637,-0.00070,0.00005,-0.03801,0.00186,-0.00007
SPY250123C00460000,SPY,2025-01-23,460.00,call,0.00,137.52,136.92,50,138.12,10,0,0,2025-01-17,0.52788,1.00000,0.00000,-0.19904,0.00000,0.07556
SPY250123P00460000,SPY,2025-01-23,460.00,put,0.01,0.01,0.00,0,0.01,15,349,1,2025-01-17,0.65122,-0.00073,0.00005,-0.03787,0.00192,-0.00007
SPY250123C00465000,SPY,2025-01-23,465.00,call,0.00,132.52,131.92,50,133.12,10,0,0,2025-01-17,0.50870,1.00000,0.00000,-0.20120,0.00000,0.07638
SPY250123P00465000,SPY,2025-01-23,465.00,put,0.00,0.01,0.01,613,0.02,746,0,21,2025-01-17,0.62622,-0.00075,0.00005,-0.03768,0.00199,-0.00008
SPY250123C00470000,SPY,2025-01-23,470.00,call,0.00,127.60,127.19,250,128.01,250,0,0,2025-01-17,0.48951,1.00000,0.00000,-0.20337,0.00000,0.07721
SPY250123P00470000,SPY,2025-01-23,470.00,put,0.01,0.01,0.01,613,0.02,717,5,41,2025-01-17,0.60137,-0.00078,0.00006,-0.03744,0.00206,-0.00008
SPY250123C00475000,SPY,2025-01-23,475.00,call,0.00,122.53,121.93,50,123.13,10,0,0,2025-01-17,0.47033,1.00000,0.00000,-0.20553,0.00000,0.07803
SPY250123P00475000,SPY,2025-01-23,475.00,put,0.02,0.01,0.01,787,0.02,683,16,50,2025-01-17,0.57683,-0.00081,0.00006,-0.03726,0.00214,-0.00008
SPY250123C00480000,SPY,2025-01-23,480.00,call,113.54,117.62,117.18,250,118.05,250,0,4,2025-01-17,0.45114,1.00000,0.00000,-0.20769,0.00000,0.07885
SPY250123P00480000,SPY,2025-01-23,480.00,put,0.00,0.01,0.01,787,0.02,670,0,87,2025-01-17,0.55244,-0.00085,0.00007,-0.03704,0.00222,-0.00008
SPY250123C00485000,SPY,2025-01-23,485.00,call,0.00,112.62,112.23,250,113.01,250,0,0,2025-01-17,0.43196,1.00000,0.00000,-0.20986,0.00000,0.07967
SPY250123P00485000,SPY,2025-01-23,485.00,put,0.00,0.01,0.01,971,0.02,657,0,18,2025-01-17,0.52820,-0.00088,0.00007,-0.03678,0.00230,-0.00009
SPY250123C00490000,SPY,2025-01-23,490.00,call,0.00,107.63,107.24,250,108.03,250,0,0,2025-01-17,0.41277,1.00000,0.00000,-0.21202,0.00000,0.08049
SPY250123P00490000,SPY,2025-01-23,490.00,put,0.02,0.01,0.01,1000,0.02,354,1,6,2025-01-17,0.50427,-0.00093,0.00008,-0.03660,0.00240,-0.00009
SPY250123C00495000,SPY,2025-01-23,495.00,call,0.00,102.54,101.94,60,103.14,10,0,0,2025-01-17,0.39359,1.00000,0.00000,-0.21418,0.00000,0.08131
SPY250123P00495000,SPY,2025-01-23,495.00,put,0.00,0.01,0.01,746,0.02,220,0,88,2025-01-17,0.48034,-0.00097,0.00009,-0.03627,0.00250,-0.00010
SPY250123C00497000,SPY,2025-01-23,497.00,call,0.00,100.58,100.09,250,101.06,250,0,0,2025-01-17,0.38592,1.00000,0.00000,-0.21505,0.00000,0.08164
SPY250123P00497000,SPY,2025-01-23,497.00,put,0.00,0.01,0.01,785,0.02,65,0,95,2025-01-17,0.47089,-0.00099,0.00009,-0.03619,0.00255,-0.00010
SPY250123C00498000,SPY,2025-01-23,498.00,call,79.03,99.59,99.11,250,100.06,250,0,4,2025-01-17,0.38208,1.00000,0.00000,-0.21548,0.00000,0.08180
SPY250123P00498000,SPY,2025-01-23,498.00,put,0.02,0.01,0.01,807,0.02,65,10,33,2025-01-17,0.46616,-0.00099,0.00009,-0.03615,0.00257,-0.00010
SPY250123C00499000,SPY,2025-01-23,499.00,call,78.03,98.60,98.13,250,99.07,250,0,4,2025-01-17,0.37824,1.00000,0.00000,-0.21591,0.00000,0.08197
SPY250123P00499000,SPY,2025-01-23,499.00,put,0.00,0.01,0.01,1059,0.02,65,0,36,2025-01-17,0.46144,-0.00100,0.00010,-0.03610,0.00259,-0.00010
SPY250123C00500000,SPY,2025-01-23,500.00,call,0.00,97.63,97.25,250,98.02,250,0,0,2025-01-17,0.37441,1.00000,0.00000,-0.21635,0.00000,0.08213
SPY250123P00500000,SPY,2025-01-23,500.00,put,0.00,0.03,0.02,787,0.03,997,0,104,2025-01-17,0.50442,-0.00256,0.00020,-0.09238,0.00607,-0.00026
SPY250123C00505000,SPY,2025-01-23,505.00,call,0.00,92.55,91.95,50,93.15,10,0,0,2025-01-17,0.35522,1.00000,0.00000,-0.21851,0.00000,0.08295
SPY250123P00505000,SPY,2025-01-23,505.00,put,0.02,0.03,0.02,837,0.03,658,54,352,2025-01-17,0.47897,-0.00269,0.00023,-0.09183,0.00635,-0.00027
SPY250123C00510000,SPY,2025-01-23,510.00,call,0.00,87.55,86.95,50,88.15,10,0,0,2025-01-17,0.33604,1.00000,0.00000,-0.22067,0.00000,0.08378
SPY250123P00510000,SPY,2025-01-23,510.00,put,0.03,0.03,0.02,787,0.03,808,10,160,2025-01-17,0.45351,-0.00283,0.00025,-0.09100,0.00665,-0.00028
SPY250123C00515000,SPY,2025-01-23,515.00,call,0.00,82.56,81.96,50,83.16,10,0,0,2025-01-17,0.31685,1.00000,0.00000,-0.22284,0.00000,0.08460
SPY250123P00515000,SPY,2025-01-23,515.00,put,0.03,0.03,0.02,911,0.03,343,16,184,2025-01-17,0.42821,-0.00299,0.00028,-0.09013,0.00698,-0.00030
SPY250123C00520000,SPY,2025-01-23,520.00,call,0.00,77.69,77.26,250,78.13,250,0,0,2025-01-17,0.29767,1.00000,0.00000,-0.22500,0.00000,0.08542
SPY250123P00520000,SPY,2025-01-23,520.00,put,0.03,0.03,0.02,881,0.03,15,4,409,2025-01-17,0.40305,-0.00316,0.00031,-0.08925,0.00735,-0.00032
SPY250123C00525000,SPY,2025-01-23,525.00,call,52.58,72.56,71.96,50,73.17,20,0,4,2025-01-17,0.27848,1.00000,0.00000,-0.22716,0.00000,0.08624
SPY250123P00525000,SPY,2025-01-23,525.00,put,0.04,0.04,0.03,373,0.04,645,5,30,2025-01-17,0.38949,-0.00424,0.00042,-0.11219,0.00956,-0.00042
SPY250123C00530000,SPY,2025-01-23,530.00,call,47.30,67.57,66.97,50,68.17,20,0,4,2025-01-17,0.25930,1.00000,0.00000,-0.22933,0.00000,0.08706
SPY250123P00530000,SPY,2025-01-23,530.00,put,0.03,0.04,0.03,345,0.04,584,157,164,2025-01-17,0.36388,-0.00451,0.00047,-0.11075,0.01011,-0.00045
SPY250123C00535000,SPY,2025-01-23,535.00,call,42.39,62.58,61.97,50,63.18,20,0,4,2025-01-17,0.24011,1.00000,0.00000,-0.23149,0.00000,0.08788
SPY250123P00535000,SPY,2025-01-23,535.00,put,0.04,0.04,0.03,717,0.04,247,202,98,2025-01-17,0.33842,-0.00483,0.00054,-0.10936,0.01075,-0.00048
SPY250123C00536000,SPY,2025-01-23,536.00,call,0.00,61.63,61.16,250,62.10,250,0,0,2025-01-17,0.23628,1.00000,0.00000,-0.23192,0.00000,0.08805
SPY250123P00536000,SPY,2025-01-23,536.00,put,0.05,0.04,0.03,723,0.04,218,35,6,2025-01-17,0.33339,-0.00491,0.00056,-0.10920,0.01090,-0.00049
SPY250123C00537000,SPY,2025-01-23,537.00,call,0.00,60.58,59.98,50,61.18,20,0,0,2025-01-17,0.23244,1.00000,0.00000,-0.23236,0.00000,0.08821
SPY250123P00537000,SPY,2025-01-23,537.00,put,0.04,0.04,0.03,727,0.04,183,136,423,2025-01-17,0.32821,-0.00497,0.00057,-0.10865,0.01101,-0.00049
SPY250123C00538000,SPY,2025-01-23,538.00,call,0.00,59.62,59.13,250,60.10,250,0,0,2025-01-17,0.22860,1.00000,0.00000,-0.23279,0.00000,0.08838
SPY250123P00538000,SPY,2025-01-23,538.00,put,0.04,0.04,0.04,396,0.05,708,110,1,2025-01-17,0.32318,-0.00505,0.00059,-0.10847,0.01117,-0.00050
SPY250123C00539000,SPY,2025-01-23,539.00,call,0.00,58.62,58.13,250,59.10,250,0,0,2025-01-17,0.22477,1.00000,0.00000,-0.23322,0.00000,0.08854
SPY250123P00539000,SPY,2025-01-23,539.00,put,0.04,0.04,0.04,506,0.05,638,172,300,2025-01-17,0.31815,-0.00513,0.00061,-0.10828,0.01133,-0.00051
SPY250123C00540000,SPY,2025-01-23,540.00,call,0.00,57.58,56.98,50,58.18,20,0,0,2025-01-17,0.22093,1.00000,0.00000,-0.23365,0.00000,0.08870
SPY250123P00540000,SPY,2025-01-23,540.00,put,0.04,0.04,0.04,504,0.05,656,26,113,2025-01-17,0.31297,-0.00519,0.00062,-0.10768,0.01145,-0.00052
SPY250123C00541000,SPY,2025-01-23,541.00,call,0.00,56.64,56.17,250,57.10,250,0,0,2025-01-17,0.21709,1.00000,0.00000,-0.23409,0.00000,0.08887
SPY250123P00541000,SPY,2025-01-23,541.00,put,0.04,0.04,0.04,341,0.05,646,94,311,2025-01-17,0.30793,-0.00528,0.00064,-0.10747,0.01162,-0.00052
SPY250123C00542000,SPY,2025-01-23,542.00,call,0.00,55.64,55.17,250,56.10,250,0,0,2025-01-17,0.21326,1.00000,0.00000,-0.23452,0.00000,0.08903
SPY250123P00542000,SPY,2025-01-23,542.00,put,0.00,0.04,0.04,341,0.05,637,0,21,2025-01-17,0.30290,-0.00536,0.00066,-0.10725,0.01179,-0.00053
SPY250123C00543000,SPY,2025-01-23,543.00,call,0.00,54.64,54.17,250,55.10,250,0,0,2025-01-17,0.20942,1.00000,0.00000,-0.23495,0.00000,0.08920
SPY250123P00543000,SPY,2025-01-23,543.00,put,0.04,0.04,0.04,341,0.05,631,17,5,2025-01-17,0.29772,-0.00543,0.00068,-0.10662,0.01193,-0.00054
SPY250123C00544000,SPY,2025-01-23,544.00,call,0.00,53.62,53.14,250,54.10,250,0,0,2025-01-17,0.20558,1.00000,0.00000,-0.23538,0.00000,0.08936
SPY250123P00544000,SPY,2025-01-23,544.00,put,0.04,0.04,0.04,395,0.05,622,52,89,2025-01-17,0.29269,-0.00553,0.00070,-0.10638,0.01211,-0.00055
SPY250123C00545000,SPY,2025-01-23,545.00,call,32.33,52.72,52.29,250,53.15,250,0,9,2025-01-17,0.20174,1.00000,0.00000,-0.23582,0.00000,0.08953
SPY250123P00545000,SPY,2025-01-23,545.00,put,0.06,0.04,0.04,394,0.05,611,29,123,2025-01-17,0.28766,-0.00562,0.00073,-0.10613,0.01230,-0.00056
SPY250123C00546000,SPY,2025-01-23,546.00,call,0.00,51.62,51.14,250,52.11,250,0,0,2025-01-17,0.19791,1.00000,0.00000,-0.23625,0.00000,0.08969
SPY250123P00546000,SPY,2025-01-23,546.00,put,0.07,0.04,0.04,394,0.05,602,42,23,2025-01-17,0.28248,-0.00570,0.00075,-0.10545,0.01245,-0.00057
SPY250123C00547000,SPY,2025-01-23,547.00,call,0.00,50.62,50.16,250,51.08,250,0,0,2025-01-17,0.19407,1.00000,0.00000,-0.23668,0.00000,0.08985
SPY250123P00547000,SPY,2025-01-23,547.00,put,0.06,0.04,0.04,393,0.05,582,170,1,2025-01-17,0.27745,-0.00580,0.00078,-0.10519,0.01264,-0.00058
SPY250123C00548000,SPY,2025-01-23,548.00,call,0.00,49.59,48.99,20,50.19,20,0,0,2025-01-17,0.19023,1.00000,0.00000,-0.23712,0.00000,0.09002
SPY250123P00548000,SPY,2025-01-23,548.00,put,0.06,0.04,0.04,403,0.05,566,51,43,2025-01-17,0.27242,-0.00591,0.00080,-0.10491,0.01285,-0.00059
SPY250123C00549000,SPY,2025-01-23,549.00,call,0.00,48.61,48.16,250,49.07,250,0,0,2025-01-17,0.18640,1.00000,0.00000,-0.23755,0.00000,0.09018
SPY250123P00549000,SPY,2025-01-23,549.00,put,0.05,0.04,0.04,403,0.05,554,58,2,2025-01-17,0.26739,-0.00602,0.00083,-0.10463,0.01306,-0.00060
SPY250123C00550000,SPY,2025-01-23,550.00,call,32.42,47.59,46.99,50,48.19,20,0,100,2025-01-17,0.18256,1.00000,0.00000,-0.23798,0.00000,0.09035
SPY250123P00550000,SPY,2025-01-23,550.00,put,0.05,0.04,0.04,563,0.05,535,92,616,2025-01-17,0.26220,-0.00610,0.00086,-0.10391,0.01323,-0.00061
SPY250123C00551000,SPY,2025-01-23,551.00,call,46.38,46.64,46.18,250,47.11,250,1,0,2025-01-17,0.17872,1.00000,0.00000,-0.23841,0.00000,0.09051
SPY250123P00551000,SPY,2025-01-23,551.00,put,0.05,0.04,0.04,592,0.05,515,166,0,2025-01-17,0.25717,-0.00622,0.00089,-0.10361,0.01345,-0.00062
SPY250123C00552000,SPY,2025-01-23,552.00,call,0.00,45.65,45.19,250,46.11,250,0,0,2025-01-17,0.17489,1.00000,0.00000,-0.23885,0.00000,0.09068
SPY250123P00552000,SPY,2025-01-23,552.00,put,0.05,0.04,0.04,623,0.05,491,41,30,2025-01-17,0.25214,-0.00634,0.00092,-0.10331,0.01369,-0.00063
SPY250123C00553000,SPY,2025-01-23,553.00,call,0.00,44.65,44.19,250,45.11,250,0,0,2025-01-17,0.17105,1.00000,0.00000,-0.23928,0.00000,0.09084
SPY250123P00553000,SPY,2025-01-23,553.00,put,0.06,0.04,0.04,661,0.05,287,8,171,2025-01-17,0.24711,-0.00647,0.00096,-0.10300,0.01393,-0.00064
SPY250123C00554000,SPY,2025-01-23,554.00,call,0.00,43.59,42.99,50,44.19,20,0,0,2025-01-17,0.16721,1.00000,0.00000,-0.23971,0.00000,0.09100
SPY250123P00554000,SPY,2025-01-23,554.00,put,0.07,0.04,0.04,712,0.05,26,47,4,2025-01-17,0.24193,-0.00657,0.00099,-0.10223,0.01413,-0.00065
SPY250123C00555000,SPY,2025-01-23,555.00,call,35.98,42.59,41.99,50,43.19,20,0,4,2025-01-17,0.16338,1.00000,0.00000,-0.24014,0.00000,0.09117
SPY250123P00555000,SPY,2025-01-23,555.00,put,0.06,0.04,0.04,737,0.05,27,20,553,2025-01-17,0.23690,-0.00671,0.00103,-0.10191,0.01439,-0.00067
SPY250123C00556000,SPY,2025-01-23,556.00,call,0.00,41.63,41.18,250,42.08,250,0,0,2025-01-17,0.15954,1.00000,0.00000,-0.24058,0.00000,0.09133
SPY250123P00556000,SPY,2025-01-23,556.00,put,0.06,0.04,0.04,786,0.05,28,26,33,2025-01-17,0.23187,-0.00686,0.00108,-0.10158,0.01466,-0.00068
SPY250123C00557000,SPY,2025-01-23,557.00,call,0.00,40.63,40.18,250,41.08,250,0,0,2025-01-17,0.15570,1.00000,0.00000,-0.24101,0.00000,0.09150
SPY250123P00557000,SPY,2025-01-23,557.00,put,0.06,0.06,0.05,508,0.06,585,19,124,2025-01-17,0.23827,-0.00963,0.00141,-0.14066,0.01976,-0.00096
SPY250123C00558000,SPY,2025-01-23,558.00,call,0.00,39.66,39.20,250,40.12,250,0,0,2025-01-17,0.15186,1.00000,0.00000,-0.24144,0.00000,0.09166
SPY250123P00558000,SPY,2025-01-23,558.00,put,0.08,0.06,0.05,397,0.06,553,30,97,2025-01-17,0.23309,-0.00985,0.00147,-0.14035,0.02016,-0.00098
SPY250123C00559000,SPY,2025-01-23,559.00,call,33.99,38.66,38.20,250,39.12,250,0,1,2025-01-17,0.14803,1.00000,0.00000,-0.24187,0.00000,0.09183
SPY250123P00559000,SPY,2025-01-23,559.00,put,0.07,0.06,0.05,572,0.06,515,1,96,2025-01-17,0.22775,-0.01005,0.00153,-0.13945,0.02051,-0.00100
SPY250123C00560000,SPY,2025-01-23,560.00,call,32.27,37.60,37.00,50,38.20,20,0,20,2025-01-17,0.14419,1.00000,0.00000,-0.24231,0.00000,0.09199
SPY250123P00560000,SPY,2025-01-23,560.00,put,0.05,0.06,0.05,630,0.06,33,9,483,2025-01-17,0.22242,-0.01026,0.00160,-0.13854,0.02087,-0.00102
SPY250123C00561000,SPY,2025-01-23,561.00,call,19.29,36.64,36.19,250,37.09,250,0,3,2025-01-17,0.14035,1.00000,0.00000,-0.24274,0.00000,0.09215
SPY250123P00561000,SPY,2025-01-23,561.00,put,0.09,0.06,0.05,714,0.06,35,7,312,2025-01-17,0.21724,-0.01052,0.00167,-0.13823,0.02134,-0.00104
